FID,meetwaarde_identificatie,monprog_naam,meetpunt_identificatie,geometriepunt_x,geometriepunt_y,monster_identificatie,compartiment_code,bemonsteringsmethode_code,veldapparaat_code,monsternemingsdatum,monsternemingstijd,monster_tijdutcoffset,referentiehorizontaal_code,grootheid_code,parameter_groep,parameter_omschrijving,eenheid_code,hoedanigheid_code,waardebewerkingsmethode_code,waardebepalingsmethode_code,begindatum,begintijd,meetwaarde_tijdutcoffset,resultaatdatum,resultaatutcoffset,limietsymbool,numeriekewaarde,alfanumeriekewaarde,kwaliteitsoordeel_code,the_geom
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_173e,RWS1992_OESTGDN23_01_1238,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1992_OESTGDN23_01,BS,"Essink, 1991",Box-corer,20-05-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",20-05-92,,NaN,20-05-92,NaN,,292.6,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1760,RWS1992_OESTGDN23_02_1273,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1992_OESTGDN23_02,BS,"Essink, 1991",Box-corer,20-05-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",20-05-92,,NaN,20-05-92,NaN,,351.1,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1787,RWS1992_OESTGDN23_03_1312,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1992_OESTGDN23_03,BS,"Essink, 1991",Box-corer,20-05-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",20-05-92,,NaN,20-05-92,NaN,,702.3,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_17b4,RWS1992_OESTGDN23_04_1358,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1992_OESTGDN23_04,BS,"Essink, 1991",Box-corer,20-05-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",20-05-92,,NaN,20-05-92,NaN,,614.5,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_17de,RWS1992_OESTGDN23_05_1402,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1992_OESTGDN23_05,BS,"Essink, 1991",Box-corer,20-05-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",20-05-92,,NaN,20-05-92,NaN,,409.7,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1801,RWS1992_ROTTMPT3_01_1437,RWS-boxcore historie,NZKUSTZONE,6.562871,53.565389,RWS1992_ROTTMPT3_01,BS,"Essink, 1991",Box-corer,01-04-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-04-92,,NaN,01-04-92,NaN,,4842.7,,0,POINT (6.562871 53.56538903749925)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1819,RWS1992_ROTTMPT3_02_1460,RWS-boxcore historie,NZKUSTZONE,6.562871,53.565389,RWS1992_ROTTMPT3_02,BS,"Essink, 1991",Box-corer,01-04-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-04-92,,NaN,01-04-92,NaN,,87.8,,0,POINT (6.562871 53.56538903749925)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a07,RWS1992_TERSLG4_01_1954,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1992_TERSLG4_01,BS,"Essink, 1991",Box-corer,02-04-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-04-92,,NaN,02-04-92,NaN,,14.6,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a28,RWS1992_TERSLG4_03_1987,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1992_TERSLG4_03,BS,"Essink, 1991",Box-corer,02-04-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-04-92,,NaN,02-04-92,NaN,,43.9,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a5e,RWS1992_VOORDTA2_02_2042,RWS-boxcore historie,VOORDELTA,3.386181,51.616959,RWS1992_VOORDTA2_02,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.3861810000000006 51.61695903958882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a7f,RWS1992_VOORDTA2_05_2075,RWS-boxcore historie,VOORDELTA,3.386181,51.616959,RWS1992_VOORDTA2_05,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.3861810000000006 51.61695903958882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a8c,RWS1992_VOORDTA4_01_2088,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1992_VOORDTA4_01,BS,"Essink, 1991",Box-corer,18-06-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-06-92,,NaN,18-06-92,NaN,,6569.1,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1a9d,RWS1992_VOORDTA4_02_2106,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1992_VOORDTA4_02,BS,"Essink, 1991",Box-corer,18-06-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-06-92,,NaN,18-06-92,NaN,,1170.4,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1ab2,RWS1992_VOORDTA4_03_2127,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1992_VOORDTA4_03,BS,"Essink, 1991",Box-corer,18-06-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-06-92,,NaN,18-06-92,NaN,,1624,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1ac7,RWS1992_VOORDTA4_04_2148,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1992_VOORDTA4_04,BS,"Essink, 1991",Box-corer,18-06-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-06-92,,NaN,18-06-92,NaN,,4286.8,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1adc,RWS1992_VOORDTA4_05_2169,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1992_VOORDTA4_05,BS,"Essink, 1991",Box-corer,18-06-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",18-06-92,,NaN,18-06-92,NaN,,2823.7,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1aec,RWS1992_VOORDTA5_01_2185,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1992_VOORDTA5_01,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1b0e,RWS1992_VOORDTA5_03_2220,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1992_VOORDTA5_03,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1b1e,RWS1992_VOORDTA5_04_2235,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1992_VOORDTA5_04,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1b36,RWS1992_WALCRN30_01_2259,RWS-boxcore historie,OFFSHORE_OV,3.112283,51.717515,RWS1992_WALCRN30_01,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,14.6,,0,POINT (3.1122829999999997 51.71751503949225)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1b45,RWS1992_WALCRN30_02_2274,RWS-boxcore historie,OFFSHORE_OV,3.112283,51.717515,RWS1992_WALCRN30_02,BS,"Essink, 1991",Box-corer,30-03-92,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",30-03-92,,NaN,30-03-92,NaN,,58.5,,0,POINT (3.1122829999999997 51.71751503949225)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1c6b,RWS1993_DOGGBK08_01_191,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1993_DOGGBK08_01,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,102.4,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1c93,RWS1993_DOGGBK08_02_231,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1993_DOGGBK08_02,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,87.8,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1cba,RWS1993_DOGGBK08_03_270,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1993_DOGGBK08_03,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,29.3,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1ce0,RWS1993_DOGGBK08_04_308,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1993_DOGGBK08_04,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,219.5,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1d03,RWS1993_DOGGBK08_05_344,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1993_DOGGBK08_05,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,102.4,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1ddd,RWS1993_NOORDWK10_01_562,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1993_NOORDWK10_01,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,629.1,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1ded,RWS1993_NOORDWK10_02_578,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1993_NOORDWK10_02,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,14.6,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1dfa,RWS1993_NOORDWK10_03_591,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1993_NOORDWK10_03,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,234.1,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e0a,RWS1993_NOORDWK10_04_607,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1993_NOORDWK10_04,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,14.6,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e15,RWS1993_NOORDWK10_05_618,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1993_NOORDWK10_05,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,29.3,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e33,RWS1993_NOORDWK2_02_649,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1993_NOORDWK2_02,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,73.2,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e4a,RWS1993_NOORDWK2_03_672,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1993_NOORDWK2_03,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,131.7,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e5c,RWS1993_NOORDWK2_04_690,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1993_NOORDWK2_04,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,14.6,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1e6c,RWS1993_NOORDWK2_05_706,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1993_NOORDWK2_05,BS,"Essink, 1991",Box-corer,26-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",26-04-93,,NaN,26-04-93,NaN,,87.8,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1eda,RWS1993_NOORDWK50_02_816,RWS-boxcore historie,OFFSHORE_OV,3.785333,52.480046,RWS1993_NOORDWK50_02,BS,"Essink, 1991",Box-corer,27-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",27-04-93,,NaN,27-04-93,NaN,,14.6,,0,POINT (3.785333000000001 52.48004603871905)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_1f8b,RWS1993_OESTGDN21_03_993,RWS-boxcore historie,OESTERGR_OV,4.998618,54.99931,RWS1993_OESTGDN21_03,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,14.6,,0,POINT (4.998618 54.999310035691444)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2052,RWS1993_OESTGDN23_01_1192,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1993_OESTGDN23_01,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,292.6,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2077,RWS1993_OESTGDN23_02_1230,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1993_OESTGDN23_02,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,365.8,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_20a4,RWS1993_OESTGDN23_03_1275,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1993_OESTGDN23_03,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,321.9,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_20ca,RWS1993_OESTGDN23_04_1313,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1993_OESTGDN23_04,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,321.9,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_20f3,RWS1993_OESTGDN23_05_1354,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1993_OESTGDN23_05,BS,"Essink, 1991",Box-corer,05-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",05-05-93,,NaN,05-05-93,NaN,,234.1,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2136,RWS1993_ROTTMPT50_01_1421,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1993_ROTTMPT50_01,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,43.9,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2159,RWS1993_ROTTMPT50_03_1456,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1993_ROTTMPT50_03,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,14.6,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2184,RWS1993_ROTTMPT50_05_1499,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1993_ROTTMPT50_05,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,14.6,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_219c,RWS1993_ROTTMPT70_01_1523,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1993_ROTTMPT70_01,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,14.6,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_21b7,RWS1993_ROTTMPT70_02_1550,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1993_ROTTMPT70_02,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,102.4,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_21d1,RWS1993_ROTTMPT70_03_1576,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1993_ROTTMPT70_03,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,87.8,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_21e7,RWS1993_ROTTMPT70_04_1598,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1993_ROTTMPT70_04,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,102.4,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2201,RWS1993_ROTTMPT70_05_1624,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1993_ROTTMPT70_05,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,58.5,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_233f,RWS1993_TERSLG4_01_1944,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1993_TERSLG4_01,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,87.8,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2384,RWS1993_TERSLG4_05_2015,RWS-boxcore historie,NZKUSTZONE,5.149228,53.414536,RWS1993_TERSLG4_05,BS,"Essink, 1991",Box-corer,06-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",06-05-93,,NaN,06-05-93,NaN,,14.6,,0,POINT (5.149227999999999 53.41453603767681)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_23bc,RWS1993_VOORDTA2_04_2071,RWS-boxcore historie,VOORDELTA,3.386181,51.616959,RWS1993_VOORDTA2_04,BS,"Essink, 1991",Box-corer,03-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",03-05-93,,NaN,03-05-93,NaN,,29.3,,0,POINT (3.3861810000000006 51.61695903958882)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_23ef,RWS1993_VOORDTA4_01_2123,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1993_VOORDTA4_01,BS,"Essink, 1991",Box-corer,13-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-04-93,,NaN,13-04-93,NaN,,278,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2412,RWS1993_VOORDTA4_03_2158,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1993_VOORDTA4_03,BS,"Essink, 1991",Box-corer,13-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-04-93,,NaN,13-04-93,NaN,,14.6,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2425,RWS1993_VOORDTA4_04_2177,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1993_VOORDTA4_04,BS,"Essink, 1991",Box-corer,13-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-04-93,,NaN,13-04-93,NaN,,87.8,,0,POINT (3.812020000000001 51.789747039422096)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2439,RWS1993_VOORDTA4_05_2197,RWS-boxcore historie,VOORDELTA,3.81202,51.789747,RWS1993_VOORDTA4_05,BS,"Essink, 1991",Box-corer,13-04-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",13-04-93,,NaN,13-04-93,NaN,,307.2,,0,POINT (3.812020000000001 51.789747039422096)
